alloy,Fe,Ni,Co,Cr,V,Cu,VEC,AR1,AR2,PE,Density,TermalC,MP,FI,SI,TI,M,TEC,TC,MS,MagS
,0.3870,0.1670,0.3130,0.1330,0.0000,0.0000,8.3336,137.6886,124.6072,1.8652,8243.1731,89.8237,1590.7288,741.8734,1623.3541,3115.0213,1.3994,9.6100,288.2757,1.2415,0.0375
,0.3670,0.1670,0.3330,0.1330,0.0000,0.0000,8.3532,137.5899,124.6271,1.8662,8263.3212,90.2192,1602.4674,741.8116,1625.0629,3120.4822,1.3889,9.6900,314.3776,1.2600,0.0371
,0.3460,0.1670,0.3540,0.1330,0.0000,0.0000,8.3738,137.4860,124.6481,1.8673,8284.5230,90.6355,1614.8199,741.7466,1626.8611,3126.2286,1.3779,8.9200,341.5822,1.2727,0.0367
,0.3250,0.1670,0.3750,0.1330,0.0000,0.0000,8.3945,137.3819,124.6691,1.8683,8305.7722,91.0526,1627.2000,741.6815,1628.6633,3131.9880,1.3668,8.9300,368.4842,1.2788,0.0362
,0.3080,0.1670,0.3920,0.1330,0.0000,0.0000,8.4113,137.2974,124.6861,1.8692,8323.0089,91.3910,1637.2424,741.6286,1630.1251,3136.6597,1.3578,9.0900,389.9730,1.2790,0.0359
,0.2920,0.1670,0.4080,0.1330,0.0000,0.0000,8.4271,137.2178,124.7022,1.8700,8339.2603,91.7101,1646.7107,741.5788,1631.5034,3141.0644,1.3494,9.6800,409.9108,1.2756,0.0356
,0.2460,0.1670,0.4540,0.1330,0.0000,0.0000,8.4727,136.9881,124.7485,1.8723,8386.1383,92.6304,1674.0225,741.4350,1635.4793,3153.7700,1.3249,10.5400,465.2732,1.2467,0.0350
,0.5080,0.1670,0.1670,0.1580,0.0000,0.0000,8.1374,138.4060,124.4894,1.8593,8077.1540,87.3264,1532.1463,739.3999,1611.6477,3076.0881,1.4007,16.8400,47.2237,0.7391,0.0367
,0.4580,0.1670,0.2170,0.1580,0.0000,0.0000,8.1855,138.1631,124.5384,1.8617,8126.6835,88.3008,1561.1036,739.2401,1615.8546,3089.5283,1.3747,15.9800,107.5290,0.8923,0.0358
,0.4370,0.1670,0.2380,0.1580,0.0000,0.0000,8.2058,138.0607,124.5591,1.8628,8147.5639,88.7115,1573.3113,739.1728,1617.6282,3095.1945,1.3637,15.7000,133.3369,0.9432,0.0350
,0.4170,0.1670,0.2580,0.1580,0.0000,0.0000,8.2251,137.9629,124.5788,1.8638,8167.4932,89.1036,1584.9630,739.1085,1619.3210,3100.6025,1.3532,15.3100,158.0594,0.9845,0.0346
,0.3750,0.1670,0.3000,0.1580,0.0000,0.0000,8.2659,137.7569,124.6204,1.8658,8209.4824,89.9296,1609.5119,738.9731,1622.8875,3111.9966,1.3311,14.6100,210.0765,1.0492,0.0338
,0.3330,0.1670,0.3420,0.1580,0.0000,0.0000,8.3069,137.5500,124.6622,1.8679,8251.6590,90.7594,1634.1704,738.8370,1626.4699,3123.4416,1.3090,14.0900,261.6130,1.0856,0.0331
,0.3120,0.1670,0.3630,0.1580,0.0000,0.0000,8.3274,137.4462,124.6831,1.8690,8272.8181,91.1756,1646.5410,738.7688,1628.2671,3129.1833,1.2978,12.2200,286.9630,1.0938,0.0327
,0.2920,0.1670,0.3830,0.1580,0.0000,0.0000,8.3471,137.3472,124.7031,1.8700,8293.0135,91.5729,1658.3482,738.7036,1629.9825,3134.6636,1.2872,12.3300,310.7278,1.0957,0.0324
,0.2540,0.1670,0.4210,0.1580,0.0000,0.0000,8.3844,137.1583,124.7412,1.8719,8331.5037,92.3301,1680.8515,738.5795,1633.2518,3145.1082,1.2670,10.8600,354.5548,1.0840,0.0318
,0.2120,0.1670,0.4630,0.1580,0.0000,0.0000,8.4259,136.9488,124.7835,1.8740,8374.2277,93.1706,1705.8299,738.4417,1636.8807,3156.7018,1.2445,12.3900,400.3635,1.0495,0.0312
,0.6920,0.2310,0.0770,0.0000,0.0000,0.0000,8.5205,138.5136,124.2973,1.8516,8180.8031,83.9370,1346.5804,756.6631,1611.7263,3075.4381,1.8214,10.5800,1059.6231,2.1221,0.0526
,0.6150,0.2310,0.1540,0.0000,0.0000,0.0000,8.5970,138.1354,124.3729,1.8554,8258.3993,85.4412,1390.9342,756.4852,1618.2813,3096.3761,1.7825,10.9300,1132.8501,2.1832,0.0480
,0.5840,0.2310,0.1850,0.0000,0.0000,0.0000,8.6280,137.9823,124.4035,1.8569,8289.8199,86.0503,1408.8941,756.4132,1620.9356,3104.8544,1.7668,11.1200,1160.3540,2.2004,0.0464
,0.5380,0.2310,0.2310,0.0000,0.0000,0.0000,8.6742,137.7542,124.4492,1.8592,8336.6366,86.9578,1435.6544,756.3059,1624.8905,3117.4872,1.7434,11.8200,1198.5746,2.2172,0.0439
,0.5000,0.2310,0.2690,0.0000,0.0000,0.0000,8.7125,137.5649,124.4870,1.8611,8375.4859,87.7109,1457.8605,756.2168,1628.1723,3127.9700,1.7239,11.9200,1227.5445,2.2227,0.0419
,0.4610,0.2310,0.3080,0.0000,0.0000,0.0000,8.7520,137.3698,124.5260,1.8631,8415.5230,88.4870,1480.7456,756.1250,1631.5545,3138.7734,1.7039,12.3800,1254.6361,2.2200,0.0399
,0.4310,0.2310,0.3380,0.0000,0.0000,0.0000,8.7825,137.2192,124.5562,1.8646,8446.4354,89.0863,1498.4151,756.0542,1634.1659,3147.1146,1.6884,10.5400,770.5702,2.3467,0.0165
,0.3840,0.2310,0.3850,0.0000,0.0000,0.0000,8.8305,136.9822,124.6036,1.8670,8495.0666,90.0290,1526.2125,755.9427,1638.2740,3160.2369,1.6641,11.6400,844.7665,2.3376,0.0155
,0.3460,0.2310,0.4230,0.0000,0.0000,0.0000,8.8694,136.7897,124.6421,1.8689,8534.5665,90.7947,1548.7906,755.8521,1641.6108,3170.8953,1.6443,11.9000,903.6560,2.3074,0.0147
,0.6310,0.2310,0.1150,0.0230,0.0000,0.0000,8.5070,138.3302,124.3590,1.8546,8200.0033,85.0210,1393.1668,753.8356,1615.5600,3086.2729,1.7322,10.8300,375.9446,1.7071,0.0479
,0.5920,0.2310,0.1540,0.0230,0.0000,0.0000,8.5457,138.1387,124.3974,1.8566,8239.2771,85.7838,1415.6897,753.7398,1618.8823,3096.8821,1.7124,10.5900,429.2530,1.8447,0.0458
,0.5540,0.2310,0.1920,0.0230,0.0000,0.0000,8.5835,137.9513,124.4349,1.8585,8277.7013,86.5301,1437.7254,753.6460,1622.1327,3107.2617,1.6930,10.0800,483.4126,1.9524,0.0440
,0.5000,0.2310,0.2460,0.0230,0.0000,0.0000,8.6376,137.6836,124.4885,1.8612,8332.5735,87.5959,1469.1936,753.5121,1626.7745,3122.0845,1.6653,8.2500,563.0969,2.0621,0.0417
,0.4610,0.2310,0.2850,0.0230,0.0000,0.0000,8.6768,137.4894,124.5275,1.8631,8372.4013,88.3694,1492.0342,753.4149,1630.1436,3132.8433,1.6452,9.1200,621.8481,2.1109,0.0400
,0.4310,0.2310,0.3150,0.0230,0.0000,0.0000,8.7071,137.3394,124.5575,1.8646,8403.1518,88.9667,1509.6691,753.3399,1632.7449,3141.1500,1.6297,9.7800,667.2955,2.1318,0.0388
,0.4080,0.2310,0.3380,0.0230,0.0000,0.0000,8.7303,137.2240,124.5806,1.8658,8426.7945,89.4259,1523.2278,753.2822,1634.7449,3147.5367,1.6177,10.6500,702.0936,2.1385,0.0378
,0.6460,0.2310,0.0770,0.0460,0.0000,0.0000,8.4187,138.5187,124.3463,1.8540,8143.0481,84.6234,1395.9568,751.2035,1612.9438,3076.5162,1.6818,15.5200,273.7627,1.3583,0.0479
,0.6230,0.2310,0.1000,0.0460,0.0000,0.0000,8.4413,138.4065,124.3688,1.8551,8166.0337,85.0707,1409.1820,751.1440,1614.8909,3082.7322,1.6701,12.5600,302.1874,1.4578,0.0473
,0.5920,0.2310,0.1310,0.0460,0.0000,0.0000,8.4718,138.2548,124.3992,1.8567,8197.1032,85.6753,1427.0583,751.0636,1617.5228,3091.1344,1.6542,3.8300,342.0526,1.5762,0.0451
,0.5690,0.2310,0.1540,0.0460,0.0000,0.0000,8.4946,138.1419,124.4218,1.8578,8220.2210,86.1252,1440.3596,751.0038,1619.4811,3097.3862,1.6425,2.5400,372.6350,1.6527,0.0441
,0.5610,0.2310,0.1620,0.0460,0.0000,0.0000,8.5025,138.1026,124.4297,1.8582,8228.2753,86.2820,1444.9937,750.9830,1620.1634,3099.5644,1.6384,1.8700,383.4490,1.6770,0.0438
,0.5310,0.2310,0.1920,0.0460,0.0000,0.0000,8.5322,137.9548,124.4593,1.8597,8258.5400,86.8709,1462.4071,750.9047,1622.7271,3107.7489,1.6230,3.6300,424.7024,1.7581,0.0427
,0.5000,0.2310,0.2230,0.0460,0.0000,0.0000,8.5631,137.8016,124.4901,1.8612,8289.9155,87.4815,1480.4595,750.8235,1625.3849,3116.2339,1.6070,4.7500,468.2833,1.8254,0.0415
,0.4610,0.2310,0.2620,0.0460,0.0000,0.0000,8.6020,137.6082,124.5289,1.8632,8329.5359,88.2525,1503.2557,750.7210,1628.7412,3126.9485,1.5868,6.1400,524.0372,1.8870,0.0402
,0.4310,0.2310,0.2920,0.0460,0.0000,0.0000,8.6321,137.4588,124.5588,1.8647,8360.1259,88.8478,1520.8562,750.6418,1631.3324,3135.2210,1.5713,8.7700,567.2800,1.9174,0.0391
,0.3850,0.2310,0.3380,0.0460,0.0000,0.0000,8.6784,137.2289,124.6049,1.8670,8407.2223,89.7643,1547.9539,750.5200,1635.3220,3147.9574,1.5473,10.4000,633.4947,1.9367,0.0375
,0.3460,0.2310,0.3770,0.0460,0.0000,0.0000,8.7178,137.0331,124.6442,1.8690,8447.3347,90.5449,1571.0333,750.4162,1638.7199,3158.8051,1.5269,11.0200,688.8758,1.9286,0.0361
,0.5690,0.2310,0.1380,0.0620,0.0000,0.0000,8.4433,138.2226,124.4230,1.8578,8190.9460,86.0491,1448.2110,749.1493,1618.5349,3093.3902,1.6022,4.1800,312.4546,1.4719,0.0435
,0.6070,0.2310,0.0850,0.0770,0.0000,0.0000,8.3583,138.4832,124.3869,1.8560,8125.7103,85.2386,1433.6405,747.5231,1614.4350,3079.3943,1.5841,15.1500,211.6963,1.1530,0.0444
,0.5770,0.2310,0.1150,0.0770,0.0000,0.0000,8.3876,138.3370,124.4163,1.8575,8155.6181,85.8221,1450.9243,747.4398,1616.9732,3087.4944,1.5687,10.6500,247.5800,1.2735,0.0431
,0.5460,0.2310,0.1460,0.0770,0.0000,0.0000,8.4180,138.1854,124.4467,1.8590,8186.6230,86.4271,1468.8420,747.3535,1619.6045,3095.8916,1.5528,5.3100,286.1320,1.3805,0.0420
,0.5000,0.2310,0.1920,0.0770,0.0000,0.0000,8.4633,137.9596,124.4921,1.8613,8232.8188,87.3284,1495.5386,747.2248,1623.5250,3108.4030,1.5290,4.9000,345.5016,1.5073,0.0404
,0.4610,0.2310,0.2310,0.0770,0.0000,0.0000,8.5019,137.7672,124.5307,1.8632,8272.1623,88.0960,1518.2753,747.1152,1626.8640,3119.0585,1.5087,6.4700,397.2446,1.5860,0.0393
,0.4300,0.2310,0.2620,0.0770,0.0000,0.0000,8.5327,137.6138,124.5616,1.8648,8303.5523,88.7085,1536.4156,747.0278,1629.5280,3127.5601,1.4926,7.5000,438.8816,1.6303,0.0385
,0.3840,0.2310,0.3080,0.0770,0.0000,0.0000,8.5786,137.3851,124.6075,1.8671,8350.3232,89.6210,1563.4446,746.8975,1633.4973,3140.2272,1.4685,9.2600,500.8018,1.6676,0.0373
,0.3460,0.2310,0.3460,0.0770,0.0000,0.0000,8.6166,137.1954,124.6456,1.8690,8389.1342,90.3782,1585.8734,746.7894,1636.7911,3150.7386,1.4486,9.9600,551.4416,1.6741,0.0367
,0.3070,0.2310,0.3850,0.0770,0.0000,0.0000,8.6559,136.9999,124.6849,1.8710,8429.1314,91.1586,1608.9879,746.6780,1640.1856,3161.5712,1.4280,11.3900,602.2781,1.6592,0.0353
,0.3920,0.2310,0.2770,0.1000,0.0000,0.0000,8.4964,137.5436,124.6007,1.8668,8299.5369,89.3422,1569.7216,744.2543,1631.3998,3132.1289,1.4151,8.1000,394.7791,1.4619,0.0362
,0.5610,0.2310,0.1000,0.1080,0.0000,0.0000,8.3049,138.4138,124.4342,1.8584,8115.3885,85.9874,1475.2159,743.8360,1616.5115,3084.1467,1.4832,13.7000,156.7368,0.9860,0.0405
,0.5300,0.2310,0.1310,0.1080,0.0000,0.0000,8.3351,138.2629,124.4646,1.8599,8146.2308,86.5908,1493.1178,743.7440,1619.1339,3092.5123,1.4672,11.1200,192.5574,1.0983,0.0394
,0.4990,0.2310,0.1620,0.1080,0.0000,0.0000,8.3654,138.1114,124.4951,1.8614,8177.1746,87.1961,1511.0785,743.6517,1621.7649,3100.9053,1.4511,8.2000,229.5601,1.1930,0.0384
,0.4610,0.2310,0.2000,0.1080,0.0000,0.0000,8.4026,137.9250,124.5326,1.8633,8215.2446,87.9408,1533.1755,743.5381,1625.0018,3111.2313,1.4313,6.4000,276.1159,1.2859,0.0373
,0.4300,0.2310,0.2310,0.1080,0.0000,0.0000,8.4331,137.7724,124.5633,1.8649,8246.4159,88.5505,1551.2682,743.4451,1627.6521,3119.6860,1.4151,7.1900,314.7266,1.3432,0.0364
,0.3460,0.2310,0.3150,0.1080,0.0000,0.0000,8.5163,137.3564,124.6470,1.8691,8331.3990,90.2129,1600.5950,743.1916,1634.8777,3142.7365,1.3708,9.0400,419.7375,1.4204,0.0346
,0.3150,0.2310,0.3460,0.1080,0.0000,0.0000,8.5471,137.2020,124.6781,1.8706,8362.9549,90.8302,1618.9110,743.0975,1637.5607,3151.2956,1.3544,9.0800,457.7419,1.4217,0.0341
,0.2920,0.2310,0.3690,0.1080,0.0000,0.0000,8.5701,137.0870,124.7013,1.8718,8386.4351,91.2895,1632.5396,743.0275,1639.5571,3157.6643,1.3422,9.1100,485.3755,1.4140,0.0336
,0.3840,0.2310,0.2540,0.1310,0.0000,0.0000,8.4049,137.6630,124.6102,1.8672,8250.5213,89.3397,1589.1164,740.6608,1630.2037,3126.4303,1.3337,9.3300,280.7330,1.2006,0.0334
,0.3460,0.2310,0.2920,0.1310,0.0000,0.0000,8.4423,137.4751,124.6481,1.8691,8288.8606,90.0911,1611.4416,740.5408,1633.4680,3136.8408,1.3136,9.1000,325.6474,1.2326,0.0325
,0.5380,0.2310,0.0770,0.1540,0.0000,0.0000,8.1824,138.5306,124.4599,1.8596,8055.4202,86.2165,1510.5575,738.5318,1615.7694,3079.0186,1.3577,16.6000,25.3929,0.5771,0.0344
,0.5070,0.2310,0.1080,0.1540,0.0000,0.0000,8.2123,138.3805,124.4902,1.8611,8086.0216,86.8174,1528.4341,738.4316,1618.3784,3087.3370,1.3415,15.3900,57.2525,0.6970,0.0334
,0.4610,0.2310,0.1540,0.1540,0.0000,0.0000,8.2567,138.1569,124.5353,1.8634,8131.6149,87.7127,1555.0685,738.2822,1622.2655,3099.7306,1.3174,15.2000,106.5362,0.8423,0.0324
,0.4300,0.2310,0.1850,0.1540,0.0000,0.0000,8.2868,138.0056,124.5659,1.8650,8162.4659,88.3185,1573.0909,738.1812,1624.8958,3108.1169,1.3011,14.0100,140.6979,0.9189,0.0317
,0.3840,0.2310,0.2310,0.1540,0.0000,0.0000,8.3316,137.7801,124.6114,1.8672,8208.4318,89.2211,1599.9430,738.0306,1628.8147,3120.6118,1.2768,11.5700,192.0966,1.0024,0.0307
,0.3460,0.2310,0.2690,0.1540,0.0000,0.0000,8.3688,137.5931,124.6491,1.8691,8246.5732,89.9700,1622.2242,737.9057,1632.0665,3130.9798,1.2567,10.3200,234.5879,1.0454,0.0300
,0.2690,0.2310,0.3460,0.1540,0.0000,0.0000,8.4446,137.2117,124.7261,1.8730,8324.3337,91.4969,1667.6499,737.6510,1638.6962,3152.1175,1.2156,10.5200,318.3507,1.0651,0.0285
,0.7140,0.2860,0.0000,0.0000,0.0000,0.0000,8.5519,138.6202,124.2760,1.8521,8159.3342,83.0355,1331.9456,755.4801,1615.4246,3078.1565,1.7730,13.6100,965.8440,1.9941,0.0201
,0.6850,0.2860,0.0290,0.0000,0.0000,0.0000,8.5807,138.4786,124.3043,1.8535,8188.4104,83.5984,1348.5619,755.4116,1617.8894,3086.0154,1.7583,9.1100,997.1411,2.0270,0.0462
,0.6350,0.2860,0.0790,0.0000,0.0000,0.0000,8.6305,138.2333,124.3533,1.8560,8238.7531,84.5729,1377.3313,755.2929,1622.1569,3099.6223,1.7330,8.0200,1049.5375,2.0767,0.0435
,0.6070,0.2860,0.1070,0.0000,0.0000,0.0000,8.6585,138.0953,124.3809,1.8574,8267.0626,85.1210,1393.5094,755.2261,1624.5566,3107.2739,1.7187,8.3600,1077.7861,2.1001,0.0421
,0.5710,0.2860,0.1430,0.0000,0.0000,0.0000,8.6946,137.9173,124.4165,1.8592,8303.5851,85.8280,1414.3810,755.1400,1627.6526,3117.1454,1.7003,4.4700,1112.6661,2.1249,0.0403
,0.5350,0.2860,0.1790,0.0000,0.0000,0.0000,8.7309,137.7387,124.4523,1.8610,8340.2488,86.5378,1435.3332,755.0535,1630.7605,3127.0551,1.6818,6.6000,1145.6435,2.1431,0.0386
,0.5000,0.2860,0.2140,0.0000,0.0000,0.0000,8.7663,137.5643,124.4871,1.8627,8376.0300,87.2305,1455.7812,754.9692,1633.7936,3136.7262,1.6638,8.7400,672.4066,2.2291,0.0170
,0.4640,0.2860,0.2500,0.0000,0.0000,0.0000,8.8028,137.3843,124.5231,1.8645,8412.9743,87.9457,1476.8938,754.8821,1636.9253,3146.7117,1.6452,9.9700,724.8820,2.2704,0.0161
,0.4280,0.2860,0.2860,0.0000,0.0000,0.0000,8.8395,137.2036,124.5593,1.8664,8450.0621,88.6637,1498.0885,754.7946,1640.0692,3156.7360,1.6265,10.8400,777.7657,2.2913,0.0154
,0.3930,0.2860,0.3210,0.0000,0.0000,0.0000,8.8753,137.0272,124.5946,1.8681,8486.2581,89.3644,1518.7734,754.7093,1643.1375,3166.5193,1.6083,12.2200,829.1069,2.2926,0.0147
,0.2500,0.2860,0.4640,0.0000,0.0000,0.0000,9.0230,136.2996,124.7401,1.8755,8635.5785,92.2551,1604.1059,754.3572,1655.7952,3206.8784,1.5331,12.0700,1028.2030,2.1227,0.0117
,0.7000,0.2860,0.0000,0.0140,0.0000,0.0000,8.5209,138.6217,124.2909,1.8528,8147.8544,83.2455,1347.0039,753.8181,1615.7917,3078.4821,1.7305,14.5500,359.1277,1.4043,0.0467
,0.6860,0.2860,0.0140,0.0140,0.0000,0.0000,8.5347,138.5534,124.3046,1.8535,8161.8567,83.5169,1355.0219,753.7838,1616.9796,3082.2693,1.7234,9.3200,374.1923,1.4749,0.0458
,0.6500,0.2860,0.0500,0.0140,0.0000,0.0000,8.5704,138.3774,124.3398,1.8553,8197.9585,84.2167,1375.6945,753.6954,1620.0425,3092.0337,1.7051,3.0500,415.1208,1.6401,0.0442
,0.6360,0.2860,0.0640,0.0140,0.0000,0.0000,8.5843,138.3088,124.3535,1.8560,8212.0355,84.4895,1383.7553,753.6610,1621.2368,3095.8410,1.6980,1.5600,431.8222,1.6980,0.0428
,0.6210,0.2860,0.0790,0.0140,0.0000,0.0000,8.5992,138.2351,124.3683,1.8567,8227.1413,84.7823,1392.4051,753.6240,1622.5183,3099.9267,1.6903,0.5400,450.1614,1.7561,0.0424
,0.6070,0.2860,0.0930,0.0140,0.0000,0.0000,8.6132,138.1663,124.3821,1.8574,8241.2618,85.0560,1400.4909,753.5894,1623.7163,3103.7458,1.6832,1.0400,467.6662,1.8066,0.0414
,0.5930,0.2860,0.1070,0.0140,0.0000,0.0000,8.6271,138.0973,124.3959,1.8581,8255.4034,85.3300,1408.5886,753.5548,1624.9161,3107.5707,1.6760,1.3700,485.5196,1.8537,0.0407
,0.5790,0.2860,0.1210,0.0140,0.0000,0.0000,8.6411,138.0283,124.4097,1.8588,8269.5663,85.6046,1416.6985,753.5201,1626.1177,3111.4012,1.6689,2.5300,503.6960,1.8974,0.0401
,0.6850,0.2860,0.0000,0.0290,0.0000,0.0000,8.4877,138.6232,124.3069,1.8536,8135.5813,83.4701,1363.1027,752.0411,1616.1840,3078.8302,1.6851,13.7700,321.4865,1.2762,0.0454
,0.6640,0.2860,0.0210,0.0290,0.0000,0.0000,8.5084,138.5209,124.3274,1.8546,8156.5553,83.8771,1375.1386,751.9878,1617.9651,3084.5071,1.6744,9.7000,343.7575,1.3804,0.0439
,0.6350,0.2860,0.0500,0.0290,0.0000,0.0000,8.5370,138.3792,124.3558,1.8561,8185.5964,84.4407,1391.8038,751.9139,1620.4311,3092.3674,1.6596,4.0000,376.1978,1.5110,0.0425
,0.6060,0.2860,0.0790,0.0290,0.0000,0.0000,8.5658,138.2371,124.3842,1.8575,8214.7271,85.0061,1408.5204,751.8398,1622.9048,3100.2520,1.6448,1.8400,410.3927,1.6262,0.0412
,0.5920,0.2860,0.0930,0.0290,0.0000,0.0000,8.5797,138.1683,124.3980,1.8582,8228.8224,85.2796,1416.6090,751.8039,1624.1017,3104.0671,1.6376,1.5800,427.4623,1.6764,0.0406
,0.5780,0.2860,0.1070,0.0290,0.0000,0.0000,8.5936,138.0995,124.4118,1.8589,8242.9388,85.5536,1424.7097,751.7680,1625.3004,3107.8879,1.6304,2.2600,444.8631,1.7231,0.0399
,0.5640,0.2860,0.1210,0.0290,0.0000,0.0000,8.6076,138.0305,124.4256,1.8596,8257.0763,85.8279,1432.8225,751.7321,1626.5009,3111.7144,1.6232,2.9200,462.5690,1.7664,0.0393
,0.5420,0.2860,0.1430,0.0290,0.0000,0.0000,8.6296,137.9219,124.4474,1.8607,8279.3351,86.2599,1445.5956,751.6754,1628.3910,3117.7390,1.6119,4.2900,490.9467,1.8274,0.0384
,0.5210,0.2860,0.1640,0.0290,0.0000,0.0000,8.6506,137.8180,124.4682,1.8617,8300.6309,86.6732,1457.8163,751.6213,1630.1994,3123.5030,1.6010,5.9800,518.5835,1.8778,0.0377
,0.4990,0.2860,0.1860,0.0290,0.0000,0.0000,8.6727,137.7089,124.4900,1.8628,8322.9923,87.1071,1470.6483,751.5644,1632.0982,3129.5553,1.5897,7.5300,548.0116,1.9226,0.0368
,0.4640,0.2860,0.2210,0.0290,0.0000,0.0000,8.7079,137.5348,124.5249,1.8646,8358.6759,87.7996,1491.1253,751.4736,1635.1283,3139.2136,1.5715,8.9100,595.5741,1.9772,0.0355
,0.4280,0.2860,0.2570,0.0290,0.0000,0.0000,8.7442,137.3551,124.5609,1.8664,8395.5191,88.5146,1512.2678,751.3799,1638.2569,3149.1856,1.5527,10.0900,645.0503,2.0126,0.0342
,0.3780,0.2860,0.3070,0.0290,0.0000,0.0000,8.7950,137.1043,124.6112,1.8690,8446.9275,89.5123,1541.7684,751.2491,1642.6223,3163.0999,1.5266,11.3400,713.8044,2.0284,0.0323
,0.6350,0.2860,0.0360,0.0430,0.0000,0.0000,8.4922,138.4493,124.3569,1.8561,8160.0758,84.3773,1398.7520,750.2916,1619.6026,3088.8844,1.6244,7.1800,324.3586,1.3331,0.0422
,0.6140,0.2860,0.0570,0.0430,0.0000,0.0000,8.5129,138.3467,124.3775,1.8572,8181.0951,84.7856,1410.8381,750.2363,1621.3890,3094.5774,1.6136,5.2200,347.8081,1.4228,0.0412
,0.5920,0.2860,0.0790,0.0430,0.0000,0.0000,8.5347,138.2390,124.3991,1.8582,8203.1658,85.2145,1423.5286,750.1782,1623.2647,3100.5551,1.6023,2.7900,373.2904,1.5082,0.0404
,0.5780,0.2860,0.0930,0.0430,0.0000,0.0000,8.5485,138.1703,124.4129,1.8589,8217.2377,85.4879,1431.6199,750.1411,1624.4606,3104.3664,1.5951,2.9800,389.9502,1.5581,0.0397
,0.5640,0.2860,0.1070,0.0430,0.0000,0.0000,8.5624,138.1015,124.4267,1.8596,8231.3306,85.7617,1439.7232,750.1040,1625.6583,3108.1833,1.5879,3.0800,406.9249,1.6044,0.0392
,0.5500,0.2860,0.1210,0.0430,0.0000,0.0000,8.5764,138.0326,124.4405,1.8603,8245.4445,86.0359,1447.8386,750.0668,1626.8578,3112.0060,1.5807,3.4900,424.1885,1.6472,0.0386
,0.6640,0.2860,0.0000,0.0500,0.0000,0.0000,8.4413,138.6254,124.3292,1.8547,8118.4453,83.7837,1385.5803,749.5601,1616.7319,3079.3163,1.6216,14.2300,268.8573,1.1036,0.0437
,0.6360,0.2860,0.0210,0.0570,0.0000,0.0000,8.4465,138.5240,124.3571,1.8561,8133.6499,84.2946,1405.1012,748.6779,1618.6922,3085.1437,1.5898,11.3200,272.6311,1.1508,0.0418
,0.5930,0.2860,0.0640,0.0570,0.0000,0.0000,8.4888,138.3142,124.3992,1.8582,8176.6000,85.1301,1429.8465,748.5610,1622.3455,3096.7843,1.5677,6.1400,319.1564,1.3364,0.0400
,0.5780,0.2860,0.0790,0.0570,0.0000,0.0000,8.5036,138.2408,124.4139,1.8590,8191.6288,85.4224,1438.5052,748.5201,1623.6238,3100.8575,1.5600,4.6900,336.2031,1.3932,0.0394
,0.5640,0.2860,0.0930,0.0570,0.0000,0.0000,8.5175,138.1722,124.4277,1.8597,8205.6773,85.6957,1446.5991,748.4818,1624.8187,3104.6650,1.5528,4.0300,352.4498,1.4426,0.0388
,0.5500,0.2860,0.1070,0.0570,0.0000,0.0000,8.5313,138.1035,124.4415,1.8604,8219.7467,85.9694,1454.7051,748.4435,1626.0155,3108.4781,1.5455,4.2100,368.9950,1.4884,0.0384
,0.5360,0.2860,0.1210,0.0570,0.0000,0.0000,8.5452,138.0346,124.4553,1.8611,8233.8371,86.2435,1462.8231,748.4051,1627.2140,3112.2970,1.5383,4.1200,385.8129,1.5308,0.0380
,0.5140,0.2860,0.1430,0.0570,0.0000,0.0000,8.5670,137.9263,124.4770,1.8622,8256.0217,86.6750,1475.6045,748.3447,1629.1009,3118.3096,1.5269,5.5000,412.7291,1.5904,0.0372
,0.6430,0.2860,0.0000,0.0710,0.0000,0.0000,8.3951,138.6276,124.3514,1.8558,8101.3630,84.0962,1407.9875,747.0869,1617.2780,3079.8008,1.5584,14.8800,216.3090,0.9383,0.0420
,0.6220,0.2860,0.0210,0.0710,0.0000,0.0000,8.4157,138.5256,124.3719,1.8568,8122.2331,84.5027,1420.0354,747.0282,1619.0547,3085.4609,1.5476,12.8100,237.1134,1.0407,0.0407
,0.5930,0.2860,0.0500,0.0710,0.0000,0.0000,8.4441,138.3843,124.4003,1.8583,8151.1301,85.0655,1436.7172,746.9469,1621.5147,3093.2980,1.5327,7.5500,267.3492,1.1686,0.0395
,0.5790,0.2860,0.0640,0.0710,0.0000,0.0000,8.4579,138.3160,124.4140,1.8590,8165.1122,85.3378,1444.7889,746.9076,1622.7049,3097.0901,1.5255,6.0900,282.5130,1.2248,0.0388
,0.5640,0.2860,0.0790,0.0710,0.0000,0.0000,8.4726,138.2427,124.4287,1.8597,8180.1160,85.6300,1453.4504,746.8654,1623.9822,3101.1592,1.5177,4.9700,299.1314,1.2811,0.0384
,0.5500,0.2860,0.0930,0.0710,0.0000,0.0000,8.4864,138.1741,124.4425,1.8604,8194.1412,85.9031,1461.5469,746.8260,1625.1761,3104.9630,1.5105,5.4700,314.9615,1.3300,0.0378
,0.5360,0.2860,0.1070,0.0710,0.0000,0.0000,8.5002,138.1055,124.4563,1.8611,8208.1873,86.1767,1469.6555,746.7865,1626.3719,3108.7723,1.5032,4.5800,331.0741,1.3753,0.0375
,0.5000,0.2860,0.1430,0.0710,0.0000,0.0000,8.5359,137.9285,124.4918,1.8629,8244.4019,86.8820,1490.5616,746.6846,1629.4548,3118.5940,1.4845,5.3500,373.6212,1.4760,0.0364
