alloy,Fe,Ni,Co,Cr,V,Cu,VEC,AR1,AR2,PE,Density,TermalC,MP,FI,SI,TI,M,TEC,TC,MS,MagS
,0.3500,0.0000,0.5700,0.0800,0.0000,0.0000,8.3773,137.2331,124.6414,1.8621,8377.1578,92.3001,1593.7781,751.6764,1612.6838,3112.1397,1.6951,3.1000,605.5263,1.5743,0.0573
,0.3550,0.0000,0.5650,0.0800,0.0000,0.0000,8.3724,137.2581,124.6364,1.8618,8372.0436,92.1997,1590.8186,751.6894,1612.2560,3110.7641,1.6976,3.3800,597.0538,1.5728,0.0574
,0.3150,0.0000,0.6000,0.0850,0.0000,0.0000,8.3959,137.0839,124.6769,1.8638,8403.6543,92.9756,1616.9078,750.9990,1615.3884,3120.5105,1.6643,6.4700,643.7733,1.5416,0.0562
,0.3250,0.0000,0.5900,0.0850,0.0000,0.0000,8.3860,137.1340,124.6668,1.8633,8393.4019,92.7743,1610.9708,751.0253,1614.5305,3117.7522,1.6695,6.0800,627.4633,1.5429,0.0563
,0.3350,0.0000,0.5800,0.0850,0.0000,0.0000,8.3761,137.1841,124.6567,1.8628,8383.1606,92.5733,1605.0402,751.0515,1613.6735,3114.9968,1.6746,4.0500,610.9834,1.5428,0.0564
,0.3450,0.0000,0.5700,0.0850,0.0000,0.0000,8.3662,137.2341,124.6467,1.8623,8372.9302,92.3724,1599.1159,751.0777,1612.8174,3112.2444,1.6798,3.3500,594.3447,1.5412,0.0566
,0.3500,0.0000,0.5650,0.0850,0.0000,0.0000,8.3612,137.2591,124.6416,1.8621,8367.8191,92.2721,1596.1562,751.0908,1612.3897,3110.8693,1.6823,3.0700,585.9694,1.5398,0.0566
,0.3550,0.0000,0.5600,0.0850,0.0000,0.0000,8.3563,137.2841,124.6366,1.8618,8362.7108,92.1718,1593.1980,751.1039,1611.9622,3109.4949,1.6849,3.3000,577.5585,1.5380,0.0567
,0.3650,0.0000,0.5500,0.0850,0.0000,0.0000,8.3464,137.3340,124.6266,1.8613,8352.5024,91.9714,1587.2864,751.1301,1611.1079,3106.7484,1.6900,4.3000,560.6358,1.5333,0.0568
,0.3700,0.0000,0.5450,0.0850,0.0000,0.0000,8.3415,137.3590,124.6216,1.8611,8347.4023,91.8713,1584.3330,751.1432,1610.6812,3105.3762,1.6926,4.6800,552.1268,1.5303,0.0570
,0.3750,0.0000,0.5400,0.0850,0.0000,0.0000,8.3365,137.3839,124.6166,1.8608,8342.3049,91.7712,1581.3812,751.1562,1610.2546,3104.0048,1.6952,6.8800,543.5878,1.5269,0.0571
,0.0000,0.0000,0.9100,0.0900,0.0000,0.0000,8.6976,135.5040,125.0000,1.8800,8722.5973,99.3952,1809.5284,749.5613,1642.5740,3207.5846,1.4862,10.4900,980.8120,0.9660,0.0477
,0.1100,0.0000,0.8000,0.0900,0.0000,0.0000,8.5854,136.0711,124.8860,1.8743,8606.6727,97.1184,1742.3505,749.8621,1632.8703,3176.3882,1.5446,10.0600,899.8623,1.2359,0.0528
,0.2100,0.0000,0.7000,0.0900,0.0000,0.0000,8.4845,136.5808,124.7835,1.8692,8502.4823,95.0721,1681.9726,750.1324,1624.1488,3148.3495,1.5971,8.7500,781.0195,1.4221,0.0546
,0.2600,0.0000,0.6500,0.0900,0.0000,0.0000,8.4345,136.8335,124.7327,1.8666,8450.8080,94.0572,1652.0276,750.2665,1619.8234,3134.4435,1.6231,7.1400,709.5251,1.4801,0.0551
,0.3000,0.0000,0.6100,0.0900,0.0000,0.0000,8.3947,137.0348,124.6922,1.8646,8409.6687,93.2492,1628.1875,750.3732,1616.3797,3123.3725,1.6438,5.7600,647.9034,1.5051,0.0553
,0.3100,0.0000,0.6000,0.0900,0.0000,0.0000,8.3848,137.0850,124.6821,1.8641,8399.4114,93.0478,1622.2435,750.3998,1615.5211,3120.6121,1.6490,5.3600,631.9802,1.5080,0.0554
,0.3200,0.0000,0.5900,0.0900,0.0000,0.0000,8.3749,137.1351,124.6720,1.8636,8389.1652,92.8465,1616.3058,750.4264,1614.6634,3117.8548,1.6541,4.9200,615.8727,1.5095,0.0555
,0.3300,0.0000,0.5800,0.0900,0.0000,0.0000,8.3649,137.1852,124.6620,1.8631,8378.9300,92.6455,1610.3746,750.4530,1613.8067,3115.1004,1.6593,3.8300,599.5924,1.5096,0.0557
,0.3400,0.0000,0.5700,0.0900,0.0000,0.0000,8.3550,137.2352,124.6519,1.8626,8368.7058,92.4447,1604.4497,750.4795,1612.9508,3112.3490,1.6645,3.1600,583.1504,1.5081,0.0557
,0.3500,0.0000,0.5600,0.0900,0.0000,0.0000,8.3452,137.2851,124.6419,1.8621,8358.4926,92.2441,1598.5311,750.5060,1612.0959,3109.6005,1.6696,2.6900,566.5578,1.5052,0.0560
,0.3550,0.0000,0.5550,0.0900,0.0000,0.0000,8.3402,137.3101,124.6369,1.8618,8353.3900,92.1439,1595.5742,750.5192,1611.6688,3108.2273,1.6722,1.5200,558.2086,1.5032,0.0563
,0.3600,0.0000,0.5500,0.0900,0.0000,0.0000,8.3353,137.3350,124.6318,1.8616,8348.2903,92.0437,1592.6189,750.5325,1611.2419,3106.8549,1.6747,0.9100,549.8259,1.5007,0.0564
,0.3650,0.0000,0.5450,0.0900,0.0000,0.0000,8.3304,137.3600,124.6268,1.8613,8343.1932,91.9436,1589.6652,750.5457,1610.8152,3105.4833,1.6773,0.2200,541.4111,1.4979,0.0562
,0.3700,0.0000,0.5400,0.0900,0.0000,0.0000,8.3254,137.3849,124.6218,1.8611,8338.0989,91.8436,1586.7131,750.5589,1610.3888,3104.1123,1.6799,-1.0700,532.9656,1.4947,0.0563
,0.3800,0.0000,0.5300,0.0900,0.0000,0.0000,8.3156,137.4347,124.6118,1.8606,8327.9184,91.6436,1580.8135,750.5853,1609.5366,3101.3727,1.6850,4.0500,515.9879,1.4869,0.0565
,0.4150,0.0000,0.4950,0.0900,0.0000,0.0000,8.2812,137.6086,124.5768,1.8588,8292.3724,90.9455,1560.2148,750.6776,1606.5612,3091.8069,1.7029,8.2900,455.7980,1.4466,0.0572
,0.1600,0.0000,0.7450,0.0950,0.0000,0.0000,8.5185,136.3535,124.8347,1.8717,8544.8982,96.0618,1714.4020,749.4079,1628.1907,3161.0163,1.5581,9.8000,823.8861,1.3132,0.0533
,0.2100,0.0000,0.6950,0.0950,0.0000,0.0000,8.4683,136.6074,124.7836,1.8692,8493.0036,95.0421,1684.3081,749.5442,1623.8454,3147.0476,1.5843,8.2800,760.3053,1.3944,0.0540
,0.2600,0.0000,0.6450,0.0950,0.0000,0.0000,8.4183,136.8599,124.7328,1.8666,8441.3885,94.0280,1654.3762,749.6797,1619.5235,3133.1541,1.6104,7.0200,689.2639,1.4501,0.0542
,0.2900,0.0000,0.6150,0.0950,0.0000,0.0000,8.3885,137.0108,124.7025,1.8651,8410.5525,93.4221,1636.4944,749.7607,1616.9416,3124.8538,1.6259,5.9200,643.6765,1.4693,0.0544
,0.3100,0.0000,0.5950,0.0950,0.0000,0.0000,8.3687,137.1111,124.6823,1.8641,8390.0504,93.0193,1624.6051,749.8146,1615.2249,3119.3352,1.6363,5.0300,612.2442,1.4755,0.0546
,0.3300,0.0000,0.5750,0.0950,0.0000,0.0000,8.3489,137.2112,124.6622,1.8631,8369.5923,92.6173,1612.7414,749.8683,1613.5119,3113.8284,1.6466,3.9800,580.0857,1.4761,0.0549
,0.3400,0.0000,0.5650,0.0950,0.0000,0.0000,8.3390,137.2612,124.6521,1.8626,8359.3797,92.4166,1606.8190,749.8951,1612.6567,3111.0794,1.6517,3.2200,563.7624,1.4741,0.0551
,0.3450,0.0000,0.5600,0.0950,0.0000,0.0000,8.3340,137.2862,124.6471,1.8624,8354.2775,92.3164,1603.8602,749.9085,1612.2295,3109.7060,1.6543,2.3000,555.5445,1.4726,0.0551
,0.3550,0.0000,0.5500,0.0950,0.0000,0.0000,8.3242,137.3361,124.6371,1.8619,8344.0813,92.1160,1597.9474,749.9353,1611.3758,3106.9614,1.6595,0.7800,539.0035,1.4683,0.0553
,0.3600,0.0000,0.5450,0.0950,0.0000,0.0000,8.3192,137.3610,124.6321,1.8616,8338.9873,92.0160,1594.9934,749.9487,1610.9492,3105.5903,1.6620,0.5500,530.6830,1.4656,0.0557
,0.3650,0.0000,0.5400,0.0950,0.0000,0.0000,8.3143,137.3859,124.6271,1.8614,8333.8961,91.9159,1592.0410,749.9621,1610.5229,3104.2198,1.6646,0.1200,522.3311,1.4625,0.0555
,0.3700,0.0000,0.5350,0.0950,0.0000,0.0000,8.3094,137.4108,124.6221,1.8611,8328.8075,91.8159,1589.0901,749.9754,1610.0968,3102.8501,1.6672,-0.6000,513.9491,1.4590,0.0556
,0.3750,0.0000,0.5300,0.0950,0.0000,0.0000,8.3045,137.4357,124.6171,1.8609,8323.7217,91.7160,1586.1408,749.9888,1609.6710,3101.4811,1.6697,-0.0600,505.5384,1.4551,0.0557
,0.3800,0.0000,0.5250,0.0950,0.0000,0.0000,8.2996,137.4605,124.6121,1.8606,8318.6386,91.6161,1583.1931,750.0021,1609.2454,3100.1129,1.6723,7.3100,497.1003,1.4507,0.0559
,0.3000,0.0000,0.6000,0.1000,0.0000,0.0000,8.3625,137.0872,124.6926,1.8646,8390.9354,93.1919,1632.9025,749.2029,1615.7862,3120.8152,1.6184,5.1400,608.3545,1.4411,0.0537
,0.3100,0.0000,0.5900,0.1000,0.0000,0.0000,8.3526,137.1373,124.6825,1.8641,8380.7015,92.9908,1626.9637,749.2301,1614.9290,3118.0598,1.6236,4.5200,592.6525,1.4430,0.0539
,0.3300,0.0000,0.5700,0.1000,0.0000,0.0000,8.3328,137.2373,124.6624,1.8631,8360.2667,92.5891,1615.1051,749.2844,1613.2174,3112.5579,1.6339,3.7600,560.7234,1.4425,0.0541
,0.3500,0.0000,0.5500,0.1000,0.0000,0.0000,8.3131,137.3371,124.6423,1.8621,8339.8756,92.1883,1603.2719,749.3386,1611.5095,3107.0679,1.6442,1.4000,528.1686,1.4361,0.0545
,0.3550,0.0000,0.5450,0.1000,0.0000,0.0000,8.3082,137.3620,124.6373,1.8619,8334.7847,92.0882,1600.3176,749.3521,1611.0831,3105.6972,1.6468,0.7400,519.9426,1.4335,0.0546
,0.3600,0.0000,0.5400,0.1000,0.0000,0.0000,8.3032,137.3869,124.6323,1.8616,8329.6964,91.9882,1597.3648,749.3657,1610.6569,3104.3272,1.6494,0.2000,511.6843,1.4305,0.0547
,0.3650,0.0000,0.5350,0.1000,0.0000,0.0000,8.2983,137.4118,124.6273,1.8614,8324.6109,91.8882,1594.4136,749.3792,1610.2310,3102.9580,1.6519,-0.1400,503.3953,1.4271,0.0548
,0.3700,0.0000,0.5300,0.1000,0.0000,0.0000,8.2934,137.4366,124.6223,1.8611,8319.5282,91.7883,1591.4640,749.3927,1609.8053,3101.5895,1.6545,0.1800,495.0768,1.4233,0.0548
,0.3750,0.0000,0.5250,0.1000,0.0000,0.0000,8.2885,137.4615,124.6173,1.8609,8314.4481,91.6885,1588.5160,749.4062,1609.3798,3100.2217,1.6571,2.8700,486.7301,1.4191,0.0550
,0.3000,0.0000,0.5950,0.1050,0.0000,0.0000,8.3464,137.1133,124.6928,1.8646,8381.5870,93.1634,1635.2555,748.6188,1615.4900,3119.5390,1.6057,5.8000,588.7960,1.4092,0.0530
,0.3100,0.0000,0.5850,0.1050,0.0000,0.0000,8.3365,137.1634,124.6827,1.8641,8371.3648,92.9623,1629.3192,748.6463,1614.6336,3116.7861,1.6109,5.3300,573.2047,1.4106,0.0531
,0.3200,0.0000,0.5750,0.1050,0.0000,0.0000,8.3266,137.2133,124.6727,1.8636,8361.1535,92.7615,1623.3893,748.6738,1613.7780,3114.0362,1.6160,4.5300,557.4372,1.4105,0.0532
,0.3450,0.0000,0.5500,0.1050,0.0000,0.0000,8.3020,137.3381,124.6476,1.8624,8335.6731,92.2605,1608.5923,748.7424,1611.6432,3107.1742,1.6290,2.0600,517.3215,1.4040,0.0536
,0.3500,0.0000,0.5450,0.1050,0.0000,0.0000,8.2971,137.3630,124.6426,1.8621,8330.5852,92.1604,1605.6377,748.7560,1611.2169,3105.8040,1.6315,1.6600,509.1899,1.4015,0.0537
,0.3700,0.0000,0.5250,0.1050,0.0000,0.0000,8.2774,137.4625,124.6226,1.8611,8310.2608,91.7607,1593.8349,748.8107,1609.5140,3100.3305,1.6418,8.7300,476.3481,1.3877,0.0540
,0.3800,0.0000,0.5150,0.1050,0.0000,0.0000,8.2676,137.5121,124.6126,1.8606,8300.1148,91.5612,1587.9430,748.8380,1608.6640,3097.5982,1.6470,10.7300,459.7569,1.3783,0.0541
,0.3550,0.0000,0.5350,0.1100,0.0000,0.0000,8.2762,137.4137,124.6378,1.8619,8316.2273,92.0327,1605.0486,748.1881,1610.4989,3103.1735,1.6214,11.9700,482.2514,1.3638,0.0529
,0.3750,0.0000,0.5150,0.1100,0.0000,0.0000,8.2566,137.5131,124.6178,1.8609,8295.9367,91.6335,1593.2572,748.2433,1608.7984,3097.7078,1.6317,11.0400,449.5440,1.3472,0.0532
,0.2100,0.0000,0.6750,0.1150,0.0000,0.0000,8.4034,136.7136,124.7842,1.8692,8455.2121,94.9226,1693.6197,747.1988,1622.6355,3141.8567,1.5334,8.6500,678.8804,1.2833,0.0505
,0.2600,0.0000,0.6250,0.1150,0.0000,0.0000,8.3538,136.9652,124.7335,1.8667,8403.8321,93.9114,1663.7404,747.3403,1618.3281,3128.0131,1.5596,7.2300,609.6554,1.3301,0.0507
,0.3000,0.0000,0.5850,0.1150,0.0000,0.0000,8.3143,137.1655,124.6932,1.8647,8362.9264,93.1063,1639.9523,747.4530,1614.8988,3116.9917,1.5804,6.0400,550.1083,1.3452,0.0514
,0.3200,0.0000,0.5650,0.1150,0.0000,0.0000,8.2946,137.2653,124.6731,1.8637,8342.5392,92.7051,1628.0964,747.5092,1613.1897,3111.4987,1.5907,10.2400,519.1975,1.3446,0.0516
,0.3400,0.0000,0.5450,0.1150,0.0000,0.0000,8.2749,137.3650,124.6530,1.8627,8322.1957,92.3047,1616.2659,747.5652,1611.4842,3106.0174,1.6011,12.2100,487.6480,1.3380,0.0519
,0.3900,0.0000,0.4950,0.1150,0.0000,0.0000,8.2260,137.6131,124.6031,1.8602,8271.5266,91.3075,1586.8000,747.7048,1607.2363,3092.3654,1.6268,13.3900,406.5575,1.2936,0.0525
,0.3600,0.0000,0.5200,0.1200,0.0000,0.0000,8.2394,137.4901,124.6333,1.8617,8292.6525,91.8775,1606.8198,747.0411,1609.4915,3099.2913,1.5988,13.0900,437.1212,1.2900,0.0512
,0.1000,0.0000,0.7500,0.1500,0.0000,0.0000,8.3998,136.3434,124.8971,1.8749,8502.6542,96.9473,1775.8974,742.7869,1630.0358,3163.3637,1.3868,10.2500,661.6408,0.9301,0.0429
,0.1500,0.0000,0.7000,0.1500,0.0000,0.0000,8.3501,136.5963,124.8461,1.8723,8451.0761,95.9293,1745.7558,742.9405,1625.7026,3149.4433,1.4134,10.2300,612.1659,1.0156,0.0430
,0.2000,0.0000,0.6500,0.1500,0.0000,0.0000,8.3006,136.8479,124.7953,1.8698,8399.7746,94.9167,1715.7759,743.0932,1621.3926,3135.5975,1.4398,9.5100,554.2754,1.0793,0.0433
,0.2250,0.0000,0.6250,0.1500,0.0000,0.0000,8.2760,136.9732,124.7700,1.8685,8374.2269,94.4124,1700.8462,743.1693,1619.2462,3128.7025,1.4530,12.2800,522.6410,1.1014,0.0437
,0.2500,0.0000,0.6000,0.1500,0.0000,0.0000,8.2515,137.0982,124.7448,1.8672,8348.7475,93.9095,1685.9564,743.2452,1617.1056,3121.8258,1.4661,13.9700,489.4569,1.1162,0.0441
,0.3000,0.0000,0.5500,0.1500,0.0000,0.0000,8.2026,137.3471,124.6946,1.8647,8297.9926,92.9077,1656.2959,743.3963,1612.8416,3108.1276,1.4922,15.3800,419.1526,1.1215,0.0445
,0.3500,0.0000,0.5000,0.1500,0.0000,0.0000,8.1539,137.5947,124.6446,1.8622,8247.5077,91.9113,1626.7932,743.5466,1608.6002,3094.5022,1.5182,15.9800,344.7609,1.0903,0.0452
,0.0000,0.0000,0.8000,0.2000,0.0000,0.0000,8.3376,136.1040,125.0000,1.8800,8511.4070,98.6753,1858.9661,736.6583,1635.6503,3178.1619,1.2078,10.8400,534.1023,0.5088,0.0316
,0.1000,0.0000,0.7000,0.2000,0.0000,0.0000,8.2389,136.6092,124.8978,1.8749,8408.5942,96.6376,1798.4661,736.9971,1626.9866,3150.3472,1.2616,10.4800,470.0022,0.6955,0.0323
,0.1500,0.0000,0.6500,0.2000,0.0000,0.0000,8.1900,136.8598,124.8471,1.8724,8357.5998,95.6270,1768.4585,737.1652,1622.6894,3136.5513,1.2883,13.3300,423.4870,0.7630,0.0328
,0.2000,0.0000,0.6000,0.2000,0.0000,0.0000,8.1413,137.1091,124.7966,1.8698,8306.8772,94.6217,1738.6108,737.3323,1618.4151,3122.8289,1.3149,14.7800,369.3277,0.8064,0.0333
,0.2500,0.0000,0.5500,0.2000,0.0000,0.0000,8.0929,137.3571,124.7464,1.8673,8256.4240,93.6218,1708.9217,737.4986,1614.1636,3109.1794,1.3413,15.6500,308.9673,0.8210,0.0338
,0.3000,0.0000,0.5000,0.2000,0.0000,0.0000,8.0447,137.6037,124.6965,1.8648,8206.2383,92.6272,1679.3900,737.6640,1609.9346,3095.6022,1.3676,16.3100,243.8052,0.8019,0.0344
Fe-Co-Cr-Cu,0.4500,0.0000,0.5000,0.0000,0.0000,0.0500,8.6258,137.3250,124.6712,1.8577,8423.8178,104.3216,1476.4287,760.6987,1622.7286,3119.1056,1.8744,10.4900,677.4274,1.8822,0.0559
,0.4250,0.0000,0.5250,0.0000,0.0000,0.0500,8.6512,137.1988,124.6966,1.8589,8449.7133,104.8448,1491.2182,760.6456,1624.9033,3126.0633,1.8617,10.1800,728.2409,1.9167,0.0546
,0.4000,0.0000,0.5500,0.0000,0.0000,0.0500,8.6766,137.0723,124.7221,1.8602,8475.6791,105.3695,1506.0478,760.5923,1627.0838,3133.0400,1.8489,10.1700,778.5783,1.9398,0.0532
,0.2500,0.0000,0.7000,0.0000,0.0000,0.0500,8.8306,136.3058,124.8765,1.8679,8632.9662,108.5475,1595.8781,760.2695,1640.2924,3175.3010,1.7716,11.5900,1060.5820,1.8749,0.0446
,0.5300,0.0000,0.4000,0.0200,0.0000,0.0500,8.4802,137.8297,124.5914,1.8537,8304.0742,102.5176,1439.3307,758.4963,1614.6218,3091.9128,1.8632,10.0900,439.1702,1.5046,0.0592
,0.4800,0.0000,0.4500,0.0200,0.0000,0.0500,8.5302,137.5801,124.6417,1.8562,8355.2541,103.5534,1468.6450,758.3846,1618.9250,3105.6776,1.8379,9.7100,538.2885,1.6536,0.0571
,0.4550,0.0000,0.4750,0.0200,0.0000,0.0500,8.5553,137.4547,124.6670,1.8575,8380.9476,104.0733,1483.3615,758.3286,1621.0853,3112.5878,1.8252,10.0000,587.8659,1.7087,0.0560
,0.4300,0.0000,0.5000,0.0200,0.0000,0.0500,8.5805,137.3291,124.6924,1.8587,8406.7106,104.5947,1498.1178,758.2724,1623.2515,3119.5168,1.8124,10.1200,637.2333,1.7517,0.0550
,0.4050,0.0000,0.5250,0.0200,0.0000,0.0500,8.6058,137.2031,124.7178,1.8600,8432.5433,105.1175,1512.9141,758.2161,1625.4235,3126.4645,1.7996,10.3000,686.2207,1.7831,0.0539
,0.3800,0.0000,0.5500,0.0200,0.0000,0.0500,8.6311,137.0768,124.7432,1.8613,8458.4461,105.6417,1527.7504,758.1596,1627.6014,3133.4310,1.7868,10.1900,734.6553,1.8034,0.0529
,0.3300,0.0000,0.6000,0.0200,0.0000,0.0500,8.6820,136.8231,124.7944,1.8638,8510.4628,106.6944,1557.5441,758.0461,1631.9750,3147.4209,1.7611,10.5100,829.1610,1.8134,0.0508
,0.4500,0.0000,0.4500,0.0500,0.0000,0.0500,8.4628,137.5856,124.6733,1.8578,8329.8771,103.9628,1501.0349,754.7685,1619.7141,3106.3220,1.7455,10.3200,482.7941,1.4723,0.0544
,0.4000,0.0000,0.5000,0.0500,0.0000,0.0500,8.5129,137.3352,124.7239,1.8603,8381.1475,105.0028,1530.5277,754.6468,1624.0328,3120.1313,1.7198,10.3000,576.5763,1.5602,0.0530
,0.3500,0.0000,0.5500,0.0500,0.0000,0.0500,8.5632,137.0835,124.7748,1.8628,8432.6953,106.0486,1560.1800,754.5244,1628.3749,3134.0153,1.6940,10.8600,668.3794,1.6034,0.0518
,0.2500,0.0000,0.6500,0.0500,0.0000,0.0500,8.6646,136.5759,124.8774,1.8679,8536.6318,108.1570,1619.9684,754.2776,1637.1298,3162.0097,1.6420,11.6200,840.4253,1.5749,0.0487
,0.3500,0.0000,0.5250,0.0750,0.0000,0.0500,8.4817,137.2148,124.7755,1.8629,8385.5956,105.8631,1572.2371,751.5730,1626.8460,3127.5613,1.6300,9.9300,38.1567,0.0056,0.0503
,0.3300,0.0000,0.5250,0.0950,0.0000,0.0500,8.4368,137.2190,124.7964,1.8640,8368.6211,106.1327,1593.6861,749.1712,1627.3603,3127.9579,1.5687,5.8700,528.0959,1.3307,0.0480
,0.4500,0.0000,0.4000,0.1000,0.0000,0.0500,8.3020,137.8428,124.6755,1.8579,8237.1477,103.6086,1525.3238,748.9148,1616.7384,3093.7032,1.6183,10.5000,23.3734,0.0036,0.0499
,0.4000,0.0000,0.4500,0.1000,0.0000,0.0500,8.3512,137.5947,124.7257,1.8604,8287.8383,104.6410,1554.6910,748.7782,1621.0212,3107.3894,1.5924,10.6000,389.5796,1.2158,0.0487
,0.3500,0.0000,0.5000,0.1000,0.0000,0.0500,8.4008,137.3453,124.7763,1.8630,8338.8012,105.6789,1584.2160,748.6408,1625.3271,3121.1492,1.5664,6.4000,34.6996,0.0028,0.0479
,0.3250,0.0000,0.5250,0.1000,0.0000,0.0500,8.4256,137.2201,124.8016,1.8642,8364.3855,106.2000,1599.0381,748.5719,1627.4887,3128.0568,1.5534,5.5500,517.3867,1.3038,0.0474
,0.3000,0.0000,0.5500,0.1000,0.0000,0.0500,8.4506,137.0946,124.8271,1.8655,8390.0387,106.7225,1613.9001,748.5027,1629.6561,3134.9831,1.5403,6.3800,41.0253,0.0099,0.0471
,0.2900,0.0000,0.5600,0.1000,0.0000,0.0500,8.4606,137.0443,124.8373,1.8660,8400.3193,106.9319,1619.8561,748.4750,1630.5247,3137.7588,1.5351,7.6000,574.5465,1.3126,0.0469
,0.2500,0.0000,0.6000,0.1000,0.0000,0.0500,8.5006,136.8425,124.8782,1.8680,8441.5530,107.7717,1643.7446,748.3639,1634.0085,3148.8917,1.5141,10.2300,47.8109,0.0171,0.0463
,0.3150,0.0000,0.5250,0.1100,0.0000,0.0500,8.4033,137.2222,124.8120,1.8647,8355.9240,106.3344,1609.7300,747.3746,1627.7450,3128.2545,1.5228,7.2300,495.7479,1.2493,0.0461
,0.3750,0.0000,0.4500,0.1250,0.0000,0.0500,8.2958,137.5993,124.7518,1.8618,8266.9380,104.9781,1581.3670,745.8000,1621.6711,3107.9201,1.5163,16.7200,28.4385,0.0011,0.0449
,0.3250,0.0000,0.5000,0.1250,0.0000,0.0500,8.3451,137.3503,124.8023,1.8643,8317.7483,106.0150,1610.9076,745.6549,1625.9705,3121.6553,1.4902,12.2700,423.0515,1.1512,0.0441
,0.2750,0.0000,0.5500,0.1250,0.0000,0.0500,8.3946,137.1001,124.8531,1.8668,8368.8319,107.0575,1640.6071,745.5090,1630.2930,3135.4642,1.4639,9.1500,40.6863,0.0106,0.0434
,0.4000,0.0000,0.4000,0.1500,0.0000,0.0500,8.1917,137.8509,124.7275,1.8606,8195.7277,104.2837,1578.5439,742.9849,1618.0484,3094.8113,1.4666,17.1800,212.2865,0.8589,0.0412
,0.3500,0.0000,0.4500,0.1500,0.0000,0.0500,8.2405,137.6038,124.7777,1.8631,8246.1165,105.3141,1607.9424,742.8330,1622.3185,3108.4488,1.4405,16.7200,28.0418,0.0009,0.0403
,0.3000,0.0000,0.5000,0.1500,0.0000,0.0500,8.2895,137.3553,124.8282,1.8656,8296.7751,106.3499,1637.4983,742.6802,1626.6115,3122.1594,1.4142,15.7600,369.3538,1.0128,0.0397
,0.2500,0.0000,0.5500,0.1500,0.0000,0.0500,8.3389,137.1056,124.8789,1.8681,8347.7055,107.3913,1667.2129,742.5267,1630.9276,3135.9436,1.3878,14.4200,40.3307,0.0113,0.0390
Fe-Ni-Co-Cr,0.6180,0.0910,0.2910,0.0000,0.0000,0.0000,8.4579,138.1520,124.3696,1.8511,8253.9204,86.5972,1394.4248,759.6506,1603.7898,3073.3740,1.9363,10.5300,1262.6943,2.3627,0.0649
,0.5270,0.0910,0.3820,0.0000,0.0000,0.0000,8.5486,137.7010,124.4598,1.8557,8346.4668,88.3973,1447.3536,759.4538,1611.5388,3098.2396,1.8907,10.5100,1319.9957,2.3598,0.0593
,0.4730,0.0910,0.4360,0.0000,0.0000,0.0000,8.6028,137.4313,124.5137,1.8584,8401.8134,89.4738,1479.0073,759.3362,1616.1730,3113.1103,1.8634,11.0500,1346.5580,2.3397,0.0560
,0.4000,0.0910,0.5090,0.0000,0.0000,0.0000,8.6765,137.0642,124.5872,1.8620,8477.1477,90.9391,1522.0922,759.1760,1622.4808,3133.3513,1.8263,11.0600,1375.5122,2.2932,0.0514
,0.3640,0.0910,0.5450,0.0000,0.0000,0.0000,8.7131,136.8821,124.6236,1.8639,8514.5183,91.6659,1543.4651,759.0965,1625.6098,3143.3921,1.8079,10.9200,1387.3485,2.2620,0.0493
,0.3270,0.0910,0.5820,0.0000,0.0000,0.0000,8.7509,136.6941,124.6612,1.8658,8553.0791,92.4160,1565.5187,759.0146,1628.8385,3153.7528,1.7889,9.9100,1398.0483,2.2237,0.0471
,0.2730,0.0910,0.6360,0.0000,0.0000,0.0000,8.8063,136.4185,124.7163,1.8685,8609.6360,93.5160,1597.8645,758.8943,1633.5741,3168.9486,1.7611,11.7800,1049.3232,2.1635,0.0151
,0.2270,0.0910,0.6820,0.0000,0.0000,0.0000,8.8537,136.1825,124.7635,1.8709,8658.0771,94.4582,1625.5688,758.7913,1637.6301,3181.9639,1.7372,12.5500,1120.5313,2.0644,0.0139
,0.5820,0.0910,0.2910,0.0360,0.0000,0.0000,8.3780,138.1570,124.4079,1.8530,8224.0197,87.1300,1433.1404,755.3473,1604.7691,3074.2278,1.8261,11.0700,356.9759,1.7119,0.0596
,0.5460,0.0910,0.3270,0.0360,0.0000,0.0000,8.4135,137.9796,124.4435,1.8548,8260.3669,87.8391,1454.0353,755.2616,1607.8192,3084.0108,1.8080,10.7100,418.7955,1.8212,0.0579
,0.5180,0.0910,0.3550,0.0360,0.0000,0.0000,8.4412,137.8411,124.4712,1.8562,8288.7338,88.3925,1470.3426,755.1947,1610.1996,3091.6458,1.7938,10.4200,467.5329,1.8888,0.0565
,0.4910,0.0910,0.3820,0.0360,0.0000,0.0000,8.4680,137.7073,124.4981,1.8576,8316.1682,88.9277,1486.1138,755.1301,1612.5017,3099.0299,1.7801,10.7500,514.8474,1.9401,0.0554
,0.4640,0.0910,0.4090,0.0360,0.0000,0.0000,8.4949,137.5730,124.5250,1.8589,8343.6820,89.4645,1501.9306,755.0652,1614.8106,3106.4353,1.7664,10.8300,562.2703,1.9783,0.0544
,0.4370,0.0910,0.4360,0.0360,0.0000,0.0000,8.5218,137.4383,124.5520,1.8603,8371.2757,90.0029,1517.7934,755.0002,1617.1261,3113.8622,1.7526,10.7600,609.5972,2.0039,0.0534
,0.4000,0.0910,0.4730,0.0360,0.0000,0.0000,8.5589,137.2531,124.5891,1.8621,8409.2195,90.7431,1539.6061,754.9108,1620.3101,3124.0749,1.7337,11.0200,673.9163,2.0197,0.0520
